ParkName,State,partySize,BookingType,RateType,Equipment
Mira River,NS ,6,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Amherst Shore,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Amherst Shore,MI ,2,CampsitePermit,Full,LT30ft
Laurie,NS ,1,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT30ft
Smileys,PE ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,ST
Mira River,NS ,1,CampsitePermit,Senior,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Boylston,FL ,1,CampsitePermit,Full,LT20ft
Blomidon,NS ,4,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,Tents
Five Islands,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT20ft
Blomidon,QC ,4,CampsitePermit,Full,ST
Whycocomagh,AB ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Porters Lake,MA ,1,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT40ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Whycocomagh,ON ,2,CampsitePermit,Senior,LT40ft
Valleyview,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Mira River,WI ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,LT20ft
Laurie,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Battery,GERMANY ,1,CampsitePermit,Full,ST
Rissers Beach,GA ,2,CampsitePermit,Senior,LT20ft
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT30ft
The Islands,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,4,CampsitePermit,Full,LT30ft
Mira River,NS ,4,CampsitePermit,Full,Tents
Porters Lake,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Laurie,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,3,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Senior,Tents
Rissers Beach,QC ,3,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Senior,LT30ft
Five Islands,NS ,5,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Whycocomagh,NS ,2,CampsitePermit,Full,LT40ft
Salsman,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,3,CampsitePermit,Full,LT40ft
The Islands,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Battery,QC ,3,CampsitePermit,Full,ST
Graves Island,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,3,CampsitePermit,Full,LT20ft
Porters Lake,ON ,1,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Senior,LT30ft
Graves Island,ON ,2,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,ST
Blomidon,BELGIUM ,1,CampsitePermit,Full,ST
Blomidon,AB ,2,CampsitePermit,Full,ST
Five Islands,SWITZERLAND ,2,CampsitePermit,Senior,LT20ft
Battery,ON ,2,CampsitePermit,Senior,ST
Laurie,NS ,5,CampsitePermit,Full,LT30ft
Battery,NS ,2,CampsitePermit,Senior,ST
Laurie,FL ,1,CampsitePermit,Full,LT20ft
Salsman,NS ,2,CampsitePermit,Full,ST
Valleyview,NS ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,QC ,2,CampsitePermit,Senior,LT20ft
Caribou Munroes,CT ,2,CampsitePermit,Senior,LT20ft
Blomidon,NS ,2,CampsitePermit,Senior,LT20ft
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Whycocomagh,AUSTRIA ,2,CampsitePermit,Full,ST
Porters Lake,QC ,2,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,ST
Blomidon,FRANCE ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT20ft
Mira River,NS ,3,CampsitePermit,Senior,ST
Thomas Raddall,ON ,2,CampsitePermit,Senior,LT30ft
Mira River,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT20ft
Mira River,QC ,2,CampsitePermit,Full,Tents
Five Islands,NS ,2,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,5,CampsitePermit,Full,LT20ft
Cape Chignecto,ON ,2,BackcountryPermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,ST
Laurie,CT ,2,CampsitePermit,Full,ST
Cape Chignecto,PE ,5,BackcountryPermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,QC ,1,CampsitePermit,Full,ST
The Islands,IN ,2,CampsitePermit,Senior,LT40ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Whycocomagh,NB ,6,CampsitePermit,Full,LT20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,5,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Senior,LT30ft
Rissers Beach,GERMANY ,4,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,8,CampsitePermit,Full,Tents
Mira River,ON ,2,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,Tents
Amherst Shore,ON ,2,CampsitePermit,Senior,LT30ft
Cape Chignecto,ON ,2,BackcountryPermit,Full,ST
Amherst Shore,KY ,2,CampsitePermit,Full,ST
Thomas Raddall,ON ,1,CampsitePermit,Senior,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT40ft
Blomidon,QC ,2,CampsitePermit,Full,ST
Valleyview,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,7,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,Tents
Battery,BC ,2,CampsitePermit,Senior,ST
Five Islands,BELGIUM ,3,CampsitePermit,Full,ST
Caribou Munroes,CT ,2,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Battery,NS ,3,CampsitePermit,Senior,LT20ft
Smileys,NS ,6,CampsitePermit,Full,LT30ft
Amherst Shore,MA ,2,CampsitePermit,Full,ST
Mira River,ON ,3,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,3,CampsitePermit,Full,LT40ft
Mira River,QC ,6,CampsitePermit,Full,Tents
The Islands,CT ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Five Islands,BC ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT30ft
Mira River,NS ,1,CampsitePermit,Host,LT40ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Smileys,NS ,5,CampsitePermit,Full,ST
Cape Chignecto,NS ,6,BackcountryPermit,Full,Cabin
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NB ,2,CampsitePermit,Full,Tents
Smileys,GERMANY ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,Tents
Laurie,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Battery,SWITZERLAND ,1,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,LT30ft
Five Islands,ON ,2,CampsitePermit,Senior,LT20ft
Porters Lake,NS ,6,CampsitePermit,Full,LT30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Whycocomagh,NS ,1,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Mira River,NS ,2,CampsitePermit,Full,ST
Valleyview,NS ,1,CampsitePermit,Senior,ST
Graves Island,ON ,1,CampsitePermit,Full,ST
Amherst Shore,NB ,2,CampsitePermit,Full,ST
Cape Chignecto,NB ,1,BackcountryPermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Senior,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT20ft
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Battery,QC ,2,CampsitePermit,Full,LT20ft
Whycocomagh,QC ,3,YurtPermit,Full,Tents
Laurie,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,6,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT30ft
Mira River,NS ,2,CampsitePermit,Full,LT40ft
Whycocomagh,GA ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,6,CampsitePermit,Full,LT30ft
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Rissers Beach,QC ,2,CampsitePermit,Full,LT20ft
Battery,NS ,2,CampsitePermit,Full,LT30ft
Battery,BC ,3,CampsitePermit,Full,LT30ft
Laurie,AB ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Amherst Shore,NB ,1,CampsitePermit,Full,ST
Cape Chignecto,GERMANY ,4,BackcountryPermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,ST
Porters Lake,QC ,6,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,2,CampsitePermit,Senior,ST
Battery,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT30ft
Amherst Shore,NS ,1,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,ST
Smileys,SK ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,LT20ft
Salsman,MA ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,LT30ft
Battery,SWITZERLAND ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,3,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Battery,NS ,1,CampsitePermit,Veteran,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Five Islands,NS ,5,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,ST
Laurie,ON ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Veteran,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Caribou Munroes,WI ,2,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Mira River,NS ,2,CampsitePermit,Full,LT40ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,4,CampsitePermit,Full,LT20ft
Amherst Shore,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Porters Lake,NB ,2,CampsitePermit,Full,ST
Mira River,BC ,2,CampsitePermit,Full,LT40ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Rissers Beach,ON ,2,CampsitePermit,Senior,ST
Laurie,NS ,4,CampsitePermit,Full,Tents
Five Islands,SWITZERLAND ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Senior,LT40ft
Ellenwood Lake,GERMANY ,2,CampsitePermit,Senior,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,5,CampsitePermit,Full,LT30ft
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Amherst Shore,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,3,CampsitePermit,Full,LT20ft
Laurie,NS ,4,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Senior,Tents
Mira River,NS ,3,CampsitePermit,Full,ST
Cape Chignecto,NB ,2,BackcountryPermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,ST
Boylston,GERMANY ,6,CampsitePermit,Full,LT30ft
Valleyview,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,QC ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,5,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Blomidon,NS ,4,CampsitePermit,Full,ST
Whycocomagh,ON ,2,CampsitePermit,Senior,LT30ft
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,BC ,1,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,Greater than 40ft
Graves Island,AB ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,3,CampsitePermit,Full,ST
Valleyview,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
The Islands,ON ,1,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Senior,LT30ft
Graves Island,NS ,4,CampsitePermit,Full,Tents
Graves Island,ON ,2,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,6,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,ST
Amherst Shore,BC ,2,CampsitePermit,Full,LT40ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Laurie,SWITZERLAND ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT20ft
Mira River,QC ,5,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,5,CampsitePermit,Full,LT20ft
Smileys,NS ,4,CampsitePermit,Full,LT40ft
Ellenwood Lake,QC ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Amherst Shore,SWITZERLAND ,4,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,3,CampsitePermit,Full,LT30ft
Porters Lake,NS ,3,CampsitePermit,Full,Greater than 40ft
Mira River,SWITZERLAND ,4,CampsitePermit,Full,LT20ft
Valleyview,NS ,2,CampsitePermit,Full,LT40ft
Laurie,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Tents
Whycocomagh,ISLE OF MAN ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Whycocomagh,ME ,1,CampsitePermit,Full,ST
Battery,QC ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Smileys,NS ,6,CampsitePermit,Full,Tents
Graves Island,VA ,4,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,5,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Veteran,LT20ft
Smileys,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,QC ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Boylston,ON ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT40ft
Laurie,NS ,4,CampsitePermit,Full,ST
Amherst Shore,QC ,5,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT40ft
Caribou Munroes,NC ,1,CampsitePermit,Senior,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,LT40ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT20ft
The Islands,NS ,2,CampsitePermit,Full,ST
Mira River,PE ,3,CampsitePermit,Full,ST
Salsman,NY ,3,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,LT40ft
Blomidon,ON ,5,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
Whycocomagh,ON ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Amherst Shore,OH ,6,CampsitePermit,Full,Tents
Valleyview,NS ,4,CampsitePermit,Full,Tents
Graves Island,QC ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Senior,LT30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Laurie,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,Tents
Battery,ON ,2,CampsitePermit,Full,ST
Graves Island,NY ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT30ft
Valleyview,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NY ,2,CampsitePermit,Full,ST
Battery,CA ,2,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Senior,ST
Five Islands,QC ,2,CampsitePermit,Senior,ST
Dollar Lake,IRELAND ,1,CampsitePermit,Full,ST
Porters Lake,ON ,4,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,ON ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Caribou Munroes,QC ,4,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Graves Island,QC ,2,CampsitePermit,Full,ST
Blomidon,MI ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,5,CampsitePermit,Full,LT40ft
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,2,CampsitePermit,Full,LT20ft
Salsman,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Mira River,ON ,4,CampsitePermit,Full,ST
Smileys,NS ,5,CampsitePermit,Full,Tents
Blomidon,SWITZERLAND ,2,CampsitePermit,Senior,LT20ft
Mira River,PA ,2,CampsitePermit,Full,Greater than 40ft
Blomidon,QC ,2,CampsitePermit,Full,ST
Rissers Beach,ON ,3,CampsitePermit,Full,LT30ft
Blomidon,VT ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Graves Island,ON ,4,CampsitePermit,Full,LT20ft
Boylston,AUSTRIA ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,QC ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT40ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Five Islands,ON ,5,CampsitePermit,Full,LT20ft
Five Islands,SWITZERLAND ,2,CampsitePermit,Full,LT20ft
Amherst Shore,MN ,2,CampsitePermit,Senior,LT20ft
Five Islands,QC ,2,CampsitePermit,Full,LT20ft
Five Islands,NS ,2,CampsitePermit,Veteran,LT20ft
Five Islands,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,FL ,1,CampsitePermit,Full,ST
Battery,QC ,2,CampsitePermit,Full,LT30ft
The Islands,BC ,2,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,NS ,4,CampsitePermit,Full,LT20ft
Blomidon,NS ,1,CampsitePermit,Full,ST
Smileys,NS ,1,CampsitePermit,Senior,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Salsman,NH ,2,CampsitePermit,Senior,LT40ft
Five Islands,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Porters Lake,QC ,6,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Rissers Beach,ON ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,ST
Blomidon,NS ,3,CampsitePermit,Full,LT30ft
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,7,CampsitePermit,Full,Tents
Caribou Munroes,QC ,2,CampsitePermit,Full,LT30ft
Mira River,NS ,3,CampsitePermit,Senior,ST
Porters Lake,AB ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,Tents
Amherst Shore,FL ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,AB ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,Tents
Boylston,BC ,2,CampsitePermit,Senior,LT30ft
Thomas Raddall,ON ,3,CampsitePermit,Full,ST
Amherst Shore,NB ,4,CampsitePermit,Full,LT30ft
Whycocomagh,NS ,2,YurtPermit,Full,Tents
Blomidon,NS ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,PE ,4,CampsitePermit,Full,ST
Graves Island,ON ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Amherst Shore,ON ,2,CampsitePermit,Senior,LT30ft
Boylston,NS ,2,CampsitePermit,Full,ST
Mira River,AB ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Senior,LT30ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,LT30ft
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT20ft
Battery,NS ,6,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Mira River,NS ,5,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT20ft
Salsman,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,GERMANY ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Caribou Munroes,ON ,5,CampsitePermit,Full,Tents
Blomidon,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,ME ,1,CampsitePermit,Senior,LT20ft
Dollar Lake,NS ,6,CampsitePermit,Full,LT20ft
Whycocomagh,ON ,2,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,LT20ft
Whycocomagh,BC ,2,CampsitePermit,Senior,LT40ft
Thomas Raddall,NS ,3,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Full,LT40ft
